,,,"Venting, Flaring, and Fugitive Emissions",kgCO2eq/bblCrude,,25.56,29.64,18.89,223.05,264.36,191.47,11.43,15.87,17.21,30.50,18.15,19.03,26.03,22.83,21.45,29.80,15.49,276.47,18.94,14.02,13.97,16.48,13.59,54.87,15.08,55.93,0.06,24.00,23.43,23.52
,,,Diluent,kgCO2eq/bblCrude,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,,,Miscellaneous,kgCO2eq/bblCrude,,2.71,2.94,2.84,2.84,3.09,2.79,3.06,2.80,3.06,2.88,3.22,2.86,3.03,2.94,2.94,2.94,3.02,2.84,2.99,3.12,2.71,2.86,3.06,2.91,2.84,2.83,3.19,3.22,3.22,3.22
,,,Transport to Refinery,kgCO2eq/bblCrude,,4.33,7.33,6.79,4.58,8.74,3.56,10.84,3.77,4.53,5.37,2.36,1.95,5.76,3.72,1.34,5.40,0.34,4.71,8.14,0.44,10.32,1.29,0.07,7.87,3.27,7.20,7.31,7.38,7.38,7.38
,,,Offsite emissions,kgCO2eq/bblCrude,,0.42,-17.99,-7.31,-129.94,-27.55,-186.06,-163.67,-7.21,-1.18,-1.95,0.31,0.36,0.74,-4.19,-11.48,-9.64,-37.81,-115.80,-4.53,-4.79,-1.09,-3.93,4.73,-0.41,2.30,-16.13,27.61,3.60,3.71,12.81
,,,Net lifecycle emissions,kgCO2eq/bblCrude,,51.39,90.78,33.26,168.98,271.52,114.75,186.34,22.05,31.89,41.28,175.98,26.56,39.28,46.45,34.44,60.81,202.38,237.47,35.86,110.17,29.95,31.38,51.53,72.76,45.86,75.59,114.68,155.43,161.08,200.26
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Nigeria Agbami,U.S. Alaska North Slope,Azerbaijan Azeri Light,Nigeria Bonny,China Bozhong,UK Brent,Indonesia Duri,Norway Ekofisk,Brazil Frade,Angola Girassol,Venezuela Hamaca,Canada Hibernia,Angola Kuito,Brazil Lula,U.S. Gulf Mars,Canada Midale,California Midway Sunset,Nigeria Obagi,Kuwait Ratawi,California South Belridge,Kazakhstan Tengiz,U.S. Gulf Thunder Horse,California Wilmington,Iraq Zubair,UK Forties,Russia Chayvo,Canada Cold Lake Dilbit,Canada Heavy Sour SCO,Canada Light Sweet SCO,Canada Medium Sweet SCO
,Oil Sands,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
,3.1   Crude oil energy density,,,MJ LHV/bbl,,5430,5875,5687,5687,6180,5582,6124,5609,6124,5766,6437,5714,6067,5875,5875,5875,6037,5687,5984,6237,5430,5714,6124,5818,5687,5652,6381,6437,6437,6437
,3.2  Upstream Crude oil GHG per bbl,,Offical Run,OPGEE kgCO2eq/bbl,,51.4,90.8,33.3,169.0,271.5,114.7,186.3,22.0,31.9,41.3,176.0,26.6,39.3,46.5,34.4,60.8,202.4,237.5,35.9,110.2,30.0,31.4,51.5,72.8,45.9,75.6,114.7,155.4,161.1,200.3
,4.0 Upstream Pet Coke Production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Petcoke Produced,Tonnes PC/Year,Canada Government ST39-2013,,,,,,,,,,,,,,,,,,,,,,,,,,,," 4,097,375 "," 4,097,375 "," 2,747,630 "
,,,Petcoke Produced,Tons/Bbl SCO,Converted per bbl SCO,,,,,,,,,,,0.036,,,,,,,,,,,,,,,,,0.043,0.043,0.030
,,,Petcoke Used in Upgrading,Tons/Bbl SCO,,,,,,,,,,,,0.007,,,,,,,,,,,,,,,,,0.008,0.008,0.007
,,,Net Upstream Petcoke,Tons PC/Bbl SCO,,,,,,,,,,,,0.029,,,,,,,,,,,,,,,,,0.035,0.035,0.023
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PRELIM Float Case - Petroleum Refinery Life-Cycle Inventory Model,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Source: PRELIM's Assay Inventory,,,,,Nigeria Agbami_Chevron,Alaskan North Slope_Exxon,Azeri Light_Chevron,Bonny Light_Chevron,China Bozhong_Chevron,Brent_Chevron,Indonesia Duri,Ekofisk_BP,Brazil Frade_Chevron,Angola Girassol_Exxon,Hamaca Venezuela_Knovel,Canada Hibernia_Exxon,Angola Kuito_Chevron,Brazil Lula_BG Group,Mars USA-Gulf of Mexico_BP,Midale_Crude Monitor,Midway- Sunset_Knovel,Bonny Light_Chevron,Kuwait Ratawi_Chevron,Belridge_Knovel,Tengiz_Chevron,Thunderhorse_Exxon,Wilmington CA_Knovel,Iraq Basra_BP,Forties Blend_BP ,Russia Sokol_Exxon,Cold Lake_Crude Monitor,Suncor Synthetic H_Crude Monitor,Suncor Synthetic A_Crude Monitor,Syncrude Synthetic_Crude Monitor
,,,,,,Agbami,Alaskan North Slope,Azeri Light,Bonny Light,Bozhong,Brent,Duri,Ekofisk,Frade,Girassol,Hamaca,Hibernia,Kuito,Lula,Mars USA-Gulf of Mexico,Midale,Midway- Sunset,Bonny Light,Ratawi,Belridge,Tengiz,Thunderhorse,Wilmington CA,Basra,Forties_Blend_BP,Sokol,Cold Lake,Suncor Synthetic H,Suncor Synthetic A,Syncrude Synthetic
,,,Results for the Coking Refinery,,,,,,,,,,,,,,,,,,,,,,,,,,,Results for the Coking Refinery,,,,,
,,,DEFAULT RUN,,,Hydroskimming Configuration,Medium Conversion: FCC & GO-HC ,Hydroskimming Configuration,Hydroskimming Configuration,Deep Conversion: FCC & GO-HC,Hydroskimming Configuration,Deep Conversion: FCC & GO-HC,Hydroskimming Configuration,Deep Conversion: FCC & GO-HC,Medium Conversion: FCC & GO-HC ,Medium Conversion: FCC & GO-HC ,Medium Conversion: FCC & GO-HC ,Medium Conversion: FCC & GO-HC ,Medium Conversion: FCC & GO-HC ,Medium Conversion: FCC & GO-HC ,Medium Conversion: FCC & GO-HC ,Deep Conversion: FCC & GO-HC,Hydroskimming Configuration,Medium Conversion: FCC & GO-HC ,Deep Conversion: FCC & GO-HC,Medium Conversion: FCC & GO-HC ,Medium Conversion: FCC & GO-HC ,Deep Conversion: FCC & GO-HC,Medium Conversion: FCC & GO-HC ,Medium Conversion: FCC & GO-HC ,Hydroskimming Configuration,Deep Conversion: FCC & GO-HC,Deep Conversion: FCC & GO-HC,Hydroskimming Configuration,Medium Conversion: FCC & GO-HC 
,,,Product slate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Product slate,,,"bbl product per 100,000 bbl crude oil","bbl product per 100,000 bbl crude oil","bbl product per 100,000 bbl crude oil","bbl product per 100,000 bbl crude oil","bbl product per 100,000 bbl crude oil","bbl product per 100,000 bbl crude oil","bbl product per 100,000 bbl crude oil","bbl product per 100,000 bbl crude oil","bbl product per 100,000 bbl crude oil","bbl product per 100,000 bbl crude oil","bbl product per 100,000 bbl crude oil","bbl product per 100,000 bbl crude oil","bbl product per 100,000 bbl crude oil","bbl product per 100,000 bbl crude oil","bbl product per 100,000 bbl crude oil","bbl product per 100,000 bbl crude oil","bbl product per 100,000 bbl crude oil","bbl product per 100,000 bbl crude oil","bbl product per 100,000 bbl crude oil","bbl product per 100,000 bbl crude oil","bbl product per 100,000 bbl crude oil","bbl product per 100,000 bbl crude oil","bbl product per 100,000 bbl crude oil","bbl product per 100,000 bbl crude oil",bbl product per day,"bbl product per 100,000 bbl crude oil","bbl product per 100,000 bbl crude oil","bbl product per 100,000 bbl crude oil","bbl product per 100,000 bbl crude oil","bbl product per 100,000 bbl crude oil"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Blended Gasoline,,,"22,111.37 ","38,111.50 ","18,271.13 ","24,220.78 ","45,650.50 ","28,896.59 ","49,245.26 ","29,070.91 ","49,133.21 ","32,254.88 ","43,513.00 ","37,469.53 ","23,475.55 ","49,070.13 ","32,833.44 ","36,495.29 ","52,609.80 ","24,220.78 ","21,008.13 ","50,417.15 ","41,255.75 ","39,212.78 ","57,639.36 ","37,706.97 ","48,632.01 ","27,495.08 ","48,134.36 ","42,476.38 ","18,301.20 ","36,250.08 "
,,,Jet-A/AVTUR,,,"24,342.77 ","17,134.09 ","23,964.28 ","28,125.88 ","8,237.91 ","20,494.63 ","5,749.43 ","20,546.50 ","9,217.21 ","18,402.37 ","21,064.73 ","18,911.01 ","10,217.84 ","18,471.25 ","16,220.81 ","19,261.93 ","17,142.02 ","28,125.88 ","14,410.87 ","9,669.51 ","26,425.58 ","18,031.40 ","10,513.00 ","16,023.43 ","16,374.04 ","23,945.79 ","11,387.19 ","6,835.36 ","25,477.45 ","27,891.35 "
,,,ULSD,,,"7,628.31 ","18,500.18 ","11,220.38 ","13,413.83 ","39,161.54 ","8,015.59 ","35,034.13 ","9,047.18 ","36,187.23 ","23,944.78 ","20,631.72 ","14,471.14 ","19,588.48 ","28,823.18 ","22,882.44 ","22,203.81 ","28,738.94 ","13,413.83 ","14,737.81 ","37,881.48 ","16,038.08 ","15,516.71 ","31,836.49 ","20,341.90 ","20,576.24 ","11,179.52 ","27,623.45 ","54,322.83 ","20,757.86 ","36,299.01 "
,,,Fuel Oil,,,"11,006.08 ",0.00 ,"11,607.18 ","11,182.52 ",0.00 ,"8,454.55 ",0.00 ,"8,444.12 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"11,182.52 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"6,570.58 ",0.00 ,0.00 ,"18,874.09 ",0.00 
,,,Coke,,,0.00 ,0.00 ,0.00 ,0.00 ,"10,676.49 ",0.00 ,"10,437.77 ",0.00 ,"7,905.47 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"5,530.26 ",0.00 ,0.00 ,"7,984.79 ",0.00 ,0.00 ,"6,433.46 ",0.00 ,0.00 ,0.00 ,"13,825.26 ",773.01 ,0.00 ,0.00 
,,,Bunker C,,,"27,193.77 ","28,826.19 ","33,456.23 ","28,238.05 ","4,239.77 ","31,760.40 ","4,246.59 ","31,305.89 ","4,120.02 ","29,256.33 ","21,426.85 ","31,627.13 ","46,953.89 ","10,920.60 ","30,037.71 ","22,542.31 ","3,405.60 ","28,238.05 ","47,173.75 ","4,413.39 ","11,430.18 ","28,177.80 ","3,667.67 ","27,754.81 ","15,597.30 ","30,730.15 ","2,587.92 ","4,921.82 ","17,328.43 ","5,292.21 "
,,,Surplus Refinery Fuel Gas (RFG),,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Product slate,,,MJ/d,MJ/d,MJ/d,MJ/d,MJ/d,MJ/d,MJ/d,MJ/d,MJ/d,MJ/d,MJ/d,MJ/d,MJ/d,MJ/d,MJ/d,MJ/d,MJ/d,MJ/d,MJ/d,MJ/d,MJ/d,MJ/d,MJ/d,MJ/d,MJ/d,MJ/d,MJ/d,MJ/d,MJ/d,MJ/d
,,,Blended Gasoline,,,"112,608,208.34 ","189,312,845.05 ","92,499,178.60 ","120,303,050.16 ","230,399,122.52 ","145,798,599.34 ","248,502,920.21 ","142,746,338.46 ","247,770,971.06 ","161,745,443.02 ","210,401,671.97 ","185,605,010.29 ","118,146,380.15 ","245,309,733.76 ","167,084,694.39 ","183,283,159.36 ","261,746,956.89 ","120,303,050.16 ","106,744,713.54 ","254,724,732.84 ","210,885,180.34 ","196,572,122.25 ","286,007,478.51 ","187,074,523.07 ","240,212,085.04 ","138,230,371.57 ","237,397,840.19 ","215,031,471.67 ","91,893,288.67 ","183,062,134.17 "
,,,Jet-A/AVTUR,,,"129,813,125.13 ","91,371,291.89 ","127,794,742.07 ","149,987,387.47 ","43,930,452.39 ","109,292,076.60 ","30,660,085.87 ","109,568,672.57 ","49,152,763.45 ","98,134,659.30 ","112,332,241.94 ","100,847,065.28 ","54,488,872.29 ","98,501,981.38 ","86,501,028.05 ","102,718,461.75 ","91,413,581.38 ","149,987,387.47 ","76,849,132.65 ","51,564,782.59 ","140,920,185.25 ","96,156,397.77 ","56,062,858.91 ","85,448,430.65 ","87,318,123.23 ","127,696,148.26 ","60,724,678.46 ","36,451,040.51 ","135,864,036.06 ","148,736,727.60 "
,,,ULSD,,,"42,636,924.27 ","103,392,454.76 ","62,714,036.47 ","74,973,921.37 ","219,115,854.92 ","44,801,538.26 ","195,003,430.94 ","50,567,405.40 ","202,135,860.02 ","133,387,937.61 ","115,151,834.24 ","80,461,456.18 ","109,696,337.76 ","160,471,259.06 ","128,048,016.96 ","124,393,447.24 ","160,153,675.50 ","74,973,921.37 ","82,517,849.32 ","211,164,532.93 ","89,153,179.16 ","86,274,726.86 ","177,337,887.53 ","113,896,166.90 ","114,898,451.67 ","62,485,696.51 ","155,213,920.63 ","307,889,343.66 ","116,021,909.89 ","203,495,853.63 "
,,,Fuel Oil,,,"61,398,241.40 ",0.00 ,"65,435,812.30 ","64,682,281.91 ",0.00 ,"48,099,398.78 ",0.00 ,"48,161,380.08 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"64,682,281.91 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"37,770,923.88 ",0.00 ,0.00 ,"109,564,206.28 ",0.00 
,,,Coke,,,0.00 ,0.00 ,0.00 ,0.00 ,"57,144,784.99 ",0.00 ,"55,867,098.78 ",0.00 ,"42,313,217.88 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"29,600,150.14 ",0.00 ,0.00 ,"42,737,775.68 ",0.00 ,0.00 ,"34,434,424.41 ",0.00 ,0.00 ,0.00 ,"73,998,285.08 ","4,137,445.19 ",0.00 ,0.00 
,,,Bunker C,,,"159,855,443.22 ","173,126,997.65 ","193,879,894.16 ","152,864,417.91 ","26,277,640.34 ","185,002,008.29 ","26,319,934.97 ","184,395,840.80 ","25,535,480.01 ","173,497,870.75 ","136,419,678.50 ","183,620,334.64 ","295,688,504.79 ","65,314,886.23 ","180,986,641.86 ","143,134,752.35 ","21,107,536.82 ","152,864,417.91 ","295,548,889.52 ","27,353,755.11 ","68,967,482.96 ","170,583,823.63 ","22,731,831.94 ","168,647,718.71 ","93,337,272.28 ","177,610,499.65 ","16,039,677.48 ","30,504,912.16 ","102,880,662.23 ","32,552,703.14 "
,,,Surplus RFG,,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
,,,Surplus NCR H2,,,"4,803,838.67 ",0.00 ,"1,980,276.04 ",0.00 ,0.00 ,"2,327,949.09 ",0.00 ,"515,925.68 ",0.00 ,0.00 ,"5,037,230.22 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Gasoline S wt%,,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
,,,Gasoline H2 wt%,,,13.14 ,14.13 ,13.29 ,13.64 ,14.91 ,13.33 ,14.98 ,13.88 ,14.79 ,14.25 ,14.80 ,14.34 ,14.20 ,14.38 ,13.67 ,13.96 ,14.87 ,13.64 ,13.86 ,14.89 ,13.57 ,14.03 ,14.87 ,14.18 ,14.15 ,13.40 ,15.38 ,14.39 ,13.42 ,14.09 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Product slate (mass flow rates),,,kg/d,kg/d,kg/d,kg/d,kg/d,kg/d,kg/d,kg/d,kg/d,kg/d,kg/d,kg/d,kg/d,kg/d,kg/d,kg/d,kg/d,kg/d,kg/d,kg/d,kg/d,kg/d,kg/d,kg/d,kg/d,kg/d,kg/d,kg/d,kg/d,kg/d
,,,Blended Gasoline,,,"2,591,760.47 ","4,357,173.92 ","2,128,936.41 ","2,768,862.90 ","5,302,804.72 ","3,355,661.66 ","5,719,476.90 ","3,285,411.64 ","5,702,630.55 ","3,722,689.96 ","4,842,548.74 ","4,271,835.39 ","2,719,225.56 ","5,645,983.37 ","3,845,576.74 ","4,218,396.29 ","6,024,298.11 ","2,768,862.90 ","2,456,807.84 ","5,862,676.48 ","4,853,677.04 ","4,524,251.51 ","6,582,671.81 ","4,305,657.30 ","5,528,657.25 ","3,181,473.35 ","5,463,885.34 ","4,949,106.97 ","2,114,991.41 ","4,213,309.23 "
,,,Jet-A/AVTUR,,,"3,127,114.43 ","2,201,075.47 ","3,078,492.89 ","3,613,099.40 ","1,058,256.26 ","2,632,775.61 ","738,581.69 ","2,639,438.63 ","1,184,058.36 ","2,364,000.63 ","2,706,011.23 ","2,429,340.74 ","1,312,601.78 ","2,372,849.18 ","2,083,753.96 ","2,474,421.47 ","2,202,094.20 ","3,613,099.40 ","1,851,246.02 ","1,242,162.34 ","3,394,676.34 ","2,316,345.58 ","1,350,518.10 ","2,058,397.57 ","2,103,437.25 ","3,076,117.83 ","1,462,818.33 ","878,082.05 ","3,272,876.97 ","3,582,971.81 "
,,,ULSD,,,"1,000,564.12 ","2,426,319.01 ","1,471,715.32 ","1,759,419.02 ","5,142,009.31 ","1,051,361.29 ","4,576,161.13 ","1,186,669.35 ","4,743,538.41 ","3,130,225.41 ","2,702,277.31 ","1,888,195.44 ","2,574,252.74 ","3,765,791.89 ","3,004,913.07 ","2,919,150.99 ","3,758,339.13 ","1,759,419.02 ","1,936,452.98 ","4,955,415.00 ","2,092,164.79 ","2,024,615.92 ","4,161,602.41 ","2,672,810.47 ","2,696,331.17 ","1,466,356.84 ","3,642,417.50 ","7,225,263.88 ","2,722,695.45 ","4,775,453.49 "
,,,Fuel Oil,,,"1,503,633.56 ",0.00 ,"1,609,475.41 ","1,609,417.50 ",0.00 ,"1,187,730.00 ",0.00 ,"1,190,592.00 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"1,609,417.50 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"937,071.90 ",0.00 ,0.00 ,"2,730,888.56 ",0.00 
,,,Coke,,,0.00 ,0.00 ,0.00 ,0.00 ,"1,936,762.74 ",0.00 ,"1,893,459.14 ",0.00 ,"1,434,088.23 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"1,003,214.34 ",0.00 ,0.00 ,"1,448,477.43 ",0.00 ,0.00 ,"1,167,058.55 ",0.00 ,0.00 ,0.00 ,"2,507,965.01 ","140,227.14 ",0.00 ,0.00 
,,,Bunker C,,,"4,009,689.48 ","4,394,875.58 ","4,828,426.22 ","3,701,424.30 ","680,809.94 ","4,618,950.00 ","681,905.73 ","4,630,080.00 ","661,581.81 ","4,373,335.89 ","3,612,264.26 ","4,578,408.58 ","7,755,214.42 ","1,655,339.68 ","4,603,127.73 ","3,780,762.91 ","546,861.16 ","3,701,424.30 ","7,719,617.23 ","708,690.29 ","1,755,769.39 ","4,350,953.91 ","588,943.95 ","4,311,515.15 ","2,364,709.29 ","4,417,624.69 ","415,561.36 ","790,331.53 ","2,594,344.13 ","838,993.05 "
,,,Sulphur,,,804.83 ,"42,440.22 ","2,636.61 ","4,282.12 ","29,562.87 ","4,664.17 ","23,282.59 ","3,645.24 ","79,786.48 ","18,920.78 ","36,589.22 ","20,851.38 ","30,340.57 ","27,345.24 ","85,782.52 ","142,076.99 ","117,943.00 ","4,282.12 ","130,863.69 ","16,407.93 ","51,216.19 ","36,209.03 ",-1.15 ,"152,171.96 ","50,040.88 ","6,585.36 ","390,313.85 ","380,926.40 ","4,363.81 ","15,259.42 "
,,,Surplus RFG,,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
,,,Surplus NCR H2,,,"37,809 ",0 ,"15,586 ",0 ,0 ,"18,322 ",0 ,"4,061 ",0 ,0 ,"39,645 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Energy use and greenhouse gas emissions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Refinery CO2 emissions: using hydrogen from naphtha catalytic reforming and RFG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,, Functional unit ,,, CO2eq footprint , CO2eq footprint , CO2eq footprint , CO2eq footprint , CO2eq footprint , CO2eq footprint , CO2eq footprint , CO2eq footprint , CO2eq footprint , CO2eq footprint , CO2eq footprint , CO2eq footprint , CO2eq footprint , CO2eq footprint , CO2eq footprint , CO2eq footprint , CO2eq footprint , CO2eq footprint , CO2eq footprint , CO2eq footprint , CO2eq footprint , CO2eq footprint , CO2eq footprint , CO2eq footprint , CO2eq footprint , CO2eq footprint , CO2eq footprint , CO2eq footprint , CO2eq footprint , CO2eq footprint 
,,,Per bbl of crude,,,kg CO2eq/bbl crude,kg CO2eq/bbl crude,kg CO2eq/bbl crude,kg CO2eq/bbl crude,kg CO2eq/bbl crude,kg CO2eq/bbl crude,kg CO2eq/bbl crude,kg CO2eq/bbl crude,kg CO2eq/bbl crude,kg CO2eq/bbl crude,kg CO2eq/bbl crude,kg CO2eq/bbl crude,kg CO2eq/bbl crude,kg CO2eq/bbl crude,kg CO2eq/bbl crude,kg CO2eq/bbl crude,kg CO2eq/bbl crude,kg CO2eq/bbl crude,kg CO2eq/bbl crude,kg CO2eq/bbl crude,kg CO2eq/bbl crude,kg CO2eq/bbl crude,kg CO2eq/bbl crude,kg CO2eq/bbl crude,kg CO2eq/bbl crude,kg CO2eq/bbl crude,kg CO2eq/bbl crude,kg CO2eq/bbl crude,kg CO2eq/bbl crude,kg CO2eq/bbl crude
,,,Feedstock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Crude,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,,,Process Energy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Electricity,,,2.55,4.03,2.75,3.54,7.84,3.53,10.97,2.40,10.98,4.15,3.86,3.80,4.01,6.48,4.90,4.83,10.58,3.54,3.68,11.54,5.76,4.03,10.51,4.55,5.41,3.39,9.59,12.27,2.84,6.54
,,,Heat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,RFG,,,7.14,8.42,5.57,6.50,19.00,8.40,23.86,7.04,23.73,7.04,7.17,7.58,5.52,9.83,8.69,8.93,24.26,6.50,5.54,24.58,11.78,8.95,24.20,8.28,10.65,7.91,21.61,11.07,5.32,8.58
,,,Natural Gas,,,3.99,4.68,4.59,6.59,0.00,4.18,0.00,4.02,0.00,4.83,5.28,4.25,4.00,6.29,5.64,6.12,0.00,6.59,4.33,0.00,5.05,3.89,0.00,6.06,6.06,4.39,0.83,13.72,5.81,8.56
,,,Steam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,RFG,,,0.00,0.00,0.00,0.00,3.88,0.00,5.34,0.00,4.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.39,0.00,0.00,5.39,0.00,0.00,4.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,,,Natural Gas,,,1.63,2.22,1.50,1.64,0.00,1.74,0.00,1.52,0.40,2.55,2.18,2.29,2.30,3.30,2.13,1.85,3.12,1.64,1.43,0.00,2.56,2.34,0.00,1.65,2.35,1.67,1.86,3.15,1.37,3.03
,,,Electricity,,,0.04,0.05,0.04,0.04,0.11,0.04,0.15,0.04,0.14,0.06,0.05,0.06,0.06,0.08,0.05,0.05,0.12,0.04,0.04,0.16,0.06,0.06,0.14,0.04,0.06,0.04,0.05,0.08,0.03,0.07
,,,Hydrogen via SMR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Steam RFG,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,,,Steam Natural Gas,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,,,Steam Electricity,,,0.00,0.14,0.00,0.12,0.93,0.00,1.28,0.00,1.20,0.23,-0.01,0.17,0.27,0.51,0.19,0.29,1.17,0.12,0.16,1.55,0.13,0.10,1.40,0.25,0.27,0.03,0.84,1.41,0.00,0.53
,,,"RFG, heat SMR",,,0.00,0.00,0.00,0.00,2.79,0.00,3.19,0.00,0.00,0.00,-0.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.58,0.00,0.00,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,,,"Natural Gas, Heat SMR",,,0.00,2.45,0.00,2.22,13.35,0.00,19.17,0.00,21.50,4.12,0.00,3.01,4.79,9.06,3.37,5.12,20.88,2.22,2.92,25.81,2.25,1.72,24.73,4.39,4.91,0.46,15.05,25.27,0.07,9.41
,,,"RFG, Feed SMR",,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,,,"Natural Gas, Feed SMR",,,0.00,2.16,0.00,1.96,14.66,0.00,20.20,0.00,18.96,3.64,0.00,2.66,4.22,7.99,2.97,4.52,18.41,1.96,2.58,24.39,1.99,1.51,22.01,3.87,4.33,0.41,13.27,22.28,0.06,8.30
,,,Hydrogen via CNR,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
